run,km,model,fit,p10,p90,n_points,inside,scored
"v10b pass (160 Mm3, 4% water)",74.9,36.52,28.50,17.30,32.40,25,0,1
"v10b pass (160 Mm3, 4% water)",75.0,36.43,28.50,17.70,33.20,27,0,1
"v10b pass (160 Mm3, 4% water)",75.1,36.34,28.40,17.90,33.10,28,0,1
"v10b pass (160 Mm3, 4% water)",75.2,36.25,28.00,16.40,32.80,30,0,1
"v10b pass (160 Mm3, 4% water)",75.3,35.51,27.50,15.40,32.60,32,0,1
"v10b pass (160 Mm3, 4% water)",75.4,34.77,27.50,15.70,33.50,34,0,1
"v10b pass (160 Mm3, 4% water)",75.5,34.03,27.40,15.70,33.50,34,0,1
"v10b pass (160 Mm3, 4% water)",75.6,33.29,25.90,15.40,33.80,32,1,1
"v10b pass (160 Mm3, 4% water)",75.7,32.13,25.50,15.70,33.50,34,1,1
"v10b pass (160 Mm3, 4% water)",75.8,30.97,23.90,15.70,33.10,34,1,1
"v10b pass (160 Mm3, 4% water)",75.9,29.82,23.90,14.30,32.80,35,1,1
"v10b pass (160 Mm3, 4% water)",76.0,28.66,23.50,13.90,33.30,33,1,1
"v10b pass (160 Mm3, 4% water)",76.1,28.43,23.50,13.80,33.60,32,1,1
"v10b pass (160 Mm3, 4% water)",76.2,28.20,23.50,14.10,33.10,34,1,1
"v10b pass (160 Mm3, 4% water)",76.3,27.97,23.00,14.10,31.00,34,1,1
"v10b pass (160 Mm3, 4% water)",76.4,27.74,22.80,13.90,31.00,33,1,1
"v10b pass (160 Mm3, 4% water)",76.5,27.85,23.40,13.80,31.10,32,1,1
"v10b pass (160 Mm3, 4% water)",76.6,27.97,22.80,13.60,31.10,31,1,1
"v10b pass (160 Mm3, 4% water)",76.7,28.09,22.80,13.80,31.10,32,1,1
"v10b pass (160 Mm3, 4% water)",76.8,28.21,22.80,13.40,28.40,29,1,1
"v10b pass (160 Mm3, 4% water)",76.9,28.27,22.80,13.50,29.30,30,1,1
"v10b pass (160 Mm3, 4% water)",77.0,28.33,22.80,13.60,29.20,31,1,1
"v10b pass (160 Mm3, 4% water)",77.1,28.39,22.80,15.90,28.10,29,0,1
"v10b pass (160 Mm3, 4% water)",77.2,28.44,22.80,16.40,27.90,31,0,1
"v10b pass (160 Mm3, 4% water)",77.3,28.42,22.80,17.40,28.10,29,0,1
"v10b pass (160 Mm3, 4% water)",77.4,28.40,22.80,17.00,27.90,31,0,1
"v10b pass (160 Mm3, 4% water)",77.5,28.38,22.80,17.00,27.90,31,0,1
"v10b pass (160 Mm3, 4% water)",77.6,28.35,22.80,16.90,28.30,29,0,1
"v10b pass (160 Mm3, 4% water)",77.7,27.96,22.70,16.90,28.20,30,1,1
"v10b pass (160 Mm3, 4% water)",77.8,27.57,22.70,16.70,28.60,26,1,1
"v10b pass (160 Mm3, 4% water)",77.9,27.18,22.70,16.70,28.60,26,1,1
"v10b pass (160 Mm3, 4% water)",78.0,26.79,22.80,17.60,29.10,25,1,1
"v10b pass (160 Mm3, 4% water)",78.1,26.84,22.70,17.40,29.10,24,1,1
"v10b pass (160 Mm3, 4% water)",78.2,26.89,22.70,16.70,29.10,26,1,1
"v10b pass (160 Mm3, 4% water)",78.3,26.94,22.00,11.40,29.10,24,1,1
"v10b pass (160 Mm3, 4% water)",78.4,26.99,20.60,11.50,29.10,26,1,1
"v10b pass (160 Mm3, 4% water)",78.5,27.30,20.40,10.20,29.10,28,1,1
"v10b pass (160 Mm3, 4% water)",78.6,27.60,20.20,9.20,29.00,30,1,1
"v10b pass (160 Mm3, 4% water)",78.7,27.91,20.20,9.40,29.20,32,1,1
"v10b pass (160 Mm3, 4% water)",78.8,28.22,20.20,9.40,29.20,32,1,1
"v10b pass (160 Mm3, 4% water)",78.9,28.46,20.20,9.60,29.10,34,1,1
"v10b pass (160 Mm3, 4% water)",79.0,28.71,20.20,9.50,28.80,33,1,1
"v10b pass (160 Mm3, 4% water)",79.1,28.95,20.00,9.10,29.10,29,1,1
"v10b pass (160 Mm3, 4% water)",79.2,29.20,20.20,9.20,29.20,31,1,1
"v10b pass (160 Mm3, 4% water)",79.3,29.39,20.00,9.10,29.70,29,1,1
"v10b pass (160 Mm3, 4% water)",79.4,29.58,20.10,9.20,29.50,30,0,1
"v10b pass (160 Mm3, 4% water)",79.5,29.77,20.20,10.00,29.80,28,1,1
"v10b pass (160 Mm3, 4% water)",79.6,29.97,20.10,9.60,30.00,26,1,1
"v10b pass (160 Mm3, 4% water)",79.7,29.87,20.30,10.00,29.80,28,0,1
"v10b pass (160 Mm3, 4% water)",79.8,29.77,20.40,10.20,29.70,29,0,1
"v10b pass (160 Mm3, 4% water)",79.9,29.67,20.40,10.60,29.40,31,0,1
"v10b pass (160 Mm3, 4% water)",80.0,29.57,20.70,10.70,29.40,32,0,1
"v10b pass (160 Mm3, 4% water)",80.1,29.15,20.30,10.70,29.20,32,1,1
"v10b pass (160 Mm3, 4% water)",80.2,28.73,20.30,10.80,29.20,34,1,1
"v10b pass (160 Mm3, 4% water)",80.3,28.30,20.30,13.60,29.20,32,1,1
"v10b pass (160 Mm3, 4% water)",80.4,27.88,20.30,13.60,29.20,34,1,1
"v10b pass (160 Mm3, 4% water)",80.5,27.59,20.30,14.10,29.20,34,1,1
"v10b pass (160 Mm3, 4% water)",80.6,27.29,20.70,17.10,29.20,32,1,1
"v10b pass (160 Mm3, 4% water)",80.7,26.99,20.40,17.20,29.20,34,1,1
"v10b pass (160 Mm3, 4% water)",80.8,26.69,20.60,17.30,28.70,32,1,1
"v10b pass (160 Mm3, 4% water)",80.9,26.32,20.90,17.30,28.00,34,1,1
"v10b pass (160 Mm3, 4% water)",81.0,25.95,20.90,17.30,28.00,34,1,1
"v10b pass (160 Mm3, 4% water)",81.1,25.58,20.90,17.20,27.30,36,1,1
"v10b pass (160 Mm3, 4% water)",81.2,25.21,20.90,17.20,26.50,38,1,1
"v10b pass (160 Mm3, 4% water)",81.3,24.97,20.50,17.10,24.10,36,0,1
"v10b pass (160 Mm3, 4% water)",81.4,24.72,20.40,17.00,24.00,38,0,1
"v10b pass (160 Mm3, 4% water)",81.5,24.48,20.30,17.00,23.50,38,0,1
"v10b pass (160 Mm3, 4% water)",81.6,24.24,20.30,17.00,24.00,38,0,1
"v10b pass (160 Mm3, 4% water)",81.7,23.94,20.30,16.80,23.90,40,0,1
"v10b pass (160 Mm3, 4% water)",81.8,23.65,19.80,15.60,24.00,38,1,1
"v10b pass (160 Mm3, 4% water)",81.9,23.36,19.70,14.50,23.90,40,1,1
"v10b pass (160 Mm3, 4% water)",82.0,23.06,19.60,14.50,23.90,40,1,1
"v10b pass (160 Mm3, 4% water)",82.1,22.65,19.60,14.40,23.20,39,1,1
"v10b pass (160 Mm3, 4% water)",82.2,22.23,19.50,14.50,23.10,40,1,1
"v10b pass (160 Mm3, 4% water)",82.3,21.81,19.30,14.20,21.30,38,0,1
"v10b pass (160 Mm3, 4% water)",82.4,21.40,18.80,13.40,21.30,40,0,1
"v10b pass (160 Mm3, 4% water)",82.5,21.31,18.40,13.10,21.20,40,0,1
"v10b pass (160 Mm3, 4% water)",82.6,21.23,18.30,12.10,21.20,37,0,1
"v10b pass (160 Mm3, 4% water)",82.7,21.15,18.20,12.10,21.20,39,1,1
"v10b pass (160 Mm3, 4% water)",82.8,21.07,16.80,11.70,21.20,37,1,1
"v10b pass (160 Mm3, 4% water)",82.9,21.07,16.80,10.90,21.20,38,1,1
"v10b pass (160 Mm3, 4% water)",83.0,21.07,16.40,10.90,20.80,38,0,1
"v10b pass (160 Mm3, 4% water)",83.1,21.07,16.20,9.80,20.30,36,0,1
"v10b pass (160 Mm3, 4% water)",83.2,21.07,16.20,10.00,20.30,38,0,1
"v10b pass (160 Mm3, 4% water)",83.3,21.22,15.60,9.80,19.90,36,0,1
"v10b pass (160 Mm3, 4% water)",83.4,21.38,15.90,10.00,20.30,38,0,1
"v10b pass (160 Mm3, 4% water)",83.5,21.53,16.10,9.90,20.30,37,0,1
"v10b pass (160 Mm3, 4% water)",83.6,21.68,15.60,9.80,19.50,36,0,1
"v10b pass (160 Mm3, 4% water)",83.7,21.85,15.60,9.50,19.40,38,0,1
"v10b pass (160 Mm3, 4% water)",83.8,22.01,15.60,9.40,19.50,36,0,1
"v10b pass (160 Mm3, 4% water)",83.9,22.18,15.60,9.50,19.40,38,0,1
"v10b pass (160 Mm3, 4% water)",84.0,22.34,15.60,10.60,19.30,37,0,1
"v10b pass (160 Mm3, 4% water)",84.1,22.35,15.30,10.10,18.50,34,0,1
"v10b pass (160 Mm3, 4% water)",84.2,22.36,15.30,10.40,18.80,36,0,1
"v10b pass (160 Mm3, 4% water)",84.3,22.37,15.50,10.30,18.90,35,0,1
"v10b pass (160 Mm3, 4% water)",84.4,22.39,15.50,10.60,18.80,37,0,1
"v10b pass (160 Mm3, 4% water)",84.5,22.32,16.00,10.40,20.00,36,0,1
"v10b pass (160 Mm3, 4% water)",84.6,22.25,16.40,10.40,20.40,34,0,1
"v10b pass (160 Mm3, 4% water)",84.7,22.18,16.40,10.40,20.40,34,0,1
"v10b pass (160 Mm3, 4% water)",84.8,22.11,16.60,11.80,21.10,30,0,1
"v10b pass (160 Mm3, 4% water)",84.9,22.07,16.60,12.10,22.30,32,1,1
"v10b pass (160 Mm3, 4% water)",85.0,22.04,16.70,12.50,22.60,33,1,1
"v10b pass (160 Mm3, 4% water)",85.1,22.00,16.90,13.10,22.70,30,1,1
"v10b pass (160 Mm3, 4% water)",85.2,21.96,16.80,13.10,22.60,31,1,1
"v10b pass (160 Mm3, 4% water)",85.3,21.86,17.30,13.20,22.80,28,1,1
"v10b pass (160 Mm3, 4% water)",85.4,21.75,16.90,12.80,22.70,30,1,1
"v10b pass (160 Mm3, 4% water)",85.5,21.64,16.70,12.40,22.50,30,1,1
"v10b pass (160 Mm3, 4% water)",85.6,21.54,16.70,12.30,22.70,28,1,1
"v10b pass (160 Mm3, 4% water)",85.7,21.22,16.70,12.30,22.70,28,1,1
"v10b pass (160 Mm3, 4% water)",85.8,20.90,16.70,12.60,23.10,24,1,1
"v10b pass (160 Mm3, 4% water)",85.9,20.59,16.70,12.60,23.10,24,1,1
"v10b pass (160 Mm3, 4% water)",86.0,20.27,16.70,12.50,23.20,22,1,1
"v10b pass (160 Mm3, 4% water)",86.1,19.95,17.30,12.50,23.20,22,1,1
"v10b pass (160 Mm3, 4% water)",86.2,19.63,17.80,12.70,23.10,24,1,1
"v10b pass (160 Mm3, 4% water)",86.3,19.31,17.90,12.50,22.40,22,1,1
"v10b pass (160 Mm3, 4% water)",86.4,18.99,17.90,12.50,22.40,22,1,1
"v10b pass (160 Mm3, 4% water)",86.5,18.88,18.10,13.30,22.50,20,1,1
"v10b pass (160 Mm3, 4% water)",86.6,18.76,17.90,12.30,22.30,19,1,1
"v10b pass (160 Mm3, 4% water)",86.7,18.64,17.20,12.40,22.20,20,1,1
"v10b pass (160 Mm3, 4% water)",86.8,18.53,16.90,12.40,22.00,22,1,1
"v10b pass (160 Mm3, 4% water)",86.9,18.56,16.40,12.40,21.90,24,1,1
"v10b pass (160 Mm3, 4% water)",87.0,18.60,16.20,12.40,21.90,24,1,1
"v10b pass (160 Mm3, 4% water)",87.1,18.64,16.60,12.40,21.30,23,1,1
"v10b pass (160 Mm3, 4% water)",87.2,18.68,16.90,12.40,21.20,24,1,1
"v10b pass (160 Mm3, 4% water)",87.3,18.76,16.60,11.90,21.30,23,1,1
"v10b pass (160 Mm3, 4% water)",87.4,18.85,15.80,11.80,21.10,25,1,1
"v10b pass (160 Mm3, 4% water)",87.5,18.94,15.80,11.80,21.80,25,1,1
"v10b pass (160 Mm3, 4% water)",87.6,19.02,16.50,11.70,21.90,24,1,1
"v10b pass (160 Mm3, 4% water)",87.7,19.04,16.50,11.70,21.80,26,1,1
"v10b pass (160 Mm3, 4% water)",87.8,19.06,15.60,11.70,21.70,28,1,1
"v10b pass (160 Mm3, 4% water)",87.9,19.08,15.60,11.60,21.60,30,1,1
"v10b pass (160 Mm3, 4% water)",88.0,19.10,15.60,10.20,22.00,32,1,1
"v10b pass (160 Mm3, 4% water)",88.1,18.93,15.30,10.20,21.80,32,1,1
"v10b pass (160 Mm3, 4% water)",88.2,18.76,15.10,10.00,21.50,34,1,1
"v10b pass (160 Mm3, 4% water)",88.3,18.59,14.30,9.80,20.00,32,1,1
"v10b pass (160 Mm3, 4% water)",88.4,18.42,14.20,9.80,19.90,33,1,1
"v10b pass (160 Mm3, 4% water)",88.5,18.03,14.20,9.80,19.90,33,1,1
"v10b pass (160 Mm3, 4% water)",88.6,17.65,14.30,9.80,20.00,32,1,1
"v10b pass (160 Mm3, 4% water)",88.7,17.26,14.20,9.80,19.90,33,1,1
"v10b pass (160 Mm3, 4% water)",88.8,16.87,14.20,9.70,20.20,31,1,1
"v10b pass (160 Mm3, 4% water)",88.9,16.44,14.00,9.70,19.90,33,1,1
"v10b pass (160 Mm3, 4% water)",89.0,16.00,13.30,9.70,20.00,32,1,1
"v10b pass (160 Mm3, 4% water)",89.1,15.57,12.30,8.00,18.80,30,1,1
"v10b pass (160 Mm3, 4% water)",89.2,15.14,12.10,7.70,18.60,32,1,1
"v10b pass (160 Mm3, 4% water)",89.3,14.65,11.90,6.90,18.50,32,1,1
"v10b pass (160 Mm3, 4% water)",89.4,14.17,11.80,6.60,18.40,33,1,1
"v10b pass (160 Mm3, 4% water)",89.5,13.69,11.80,6.50,18.60,31,1,1
"v10b pass (160 Mm3, 4% water)",89.6,13.20,11.80,5.70,16.50,28,1,1
"v10b pass (160 Mm3, 4% water)",89.7,13.16,11.80,5.70,16.50,28,1,1
"v10b pass (160 Mm3, 4% water)",89.8,13.12,11.70,4.90,15.20,25,1,1
"v10b pass (160 Mm3, 4% water)",89.9,13.07,11.70,4.90,15.20,25,1,1
"v10b pass (160 Mm3, 4% water)",90.0,13.03,11.70,4.40,14.10,23,1,1
"v10b pass (160 Mm3, 4% water)",90.1,13.17,11.60,3.60,13.20,19,1,1
"v10b pass (160 Mm3, 4% water)",90.2,13.32,11.50,3.70,13.10,20,0,1
"v10b pass (160 Mm3, 4% water)",90.3,13.46,11.40,3.40,12.70,17,0,1
"v10b pass (160 Mm3, 4% water)",90.4,13.60,10.10,3.60,12.60,19,0,1
"v10b pass (160 Mm3, 4% water)",90.5,13.69,10.10,3.70,12.40,20,0,1
"v10b pass (160 Mm3, 4% water)",90.6,13.78,10.10,3.80,12.40,21,0,1
"v10b pass (160 Mm3, 4% water)",90.7,13.87,9.90,3.90,12.30,22,0,1
"v10b pass (160 Mm3, 4% water)",90.8,13.96,9.40,3.90,12.30,22,0,1
"v10b pass (160 Mm3, 4% water)",90.9,14.08,9.00,3.90,12.20,23,0,1
"v10b pass (160 Mm3, 4% water)",91.0,14.19,8.70,3.90,12.40,23,0,1
"v10b pass (160 Mm3, 4% water)",91.1,14.31,7.50,3.80,12.40,21,0,1
"v10b pass (160 Mm3, 4% water)",91.2,14.43,7.50,3.90,12.90,23,0,1
"v10b pass (160 Mm3, 4% water)",91.3,14.59,7.00,3.90,13.10,20,0,1
"v10b pass (160 Mm3, 4% water)",91.4,14.75,6.50,3.50,13.00,22,0,1
"v10b pass (160 Mm3, 4% water)",91.5,14.91,6.50,3.30,12.90,23,0,1
"v10b pass (160 Mm3, 4% water)",91.6,15.07,6.10,3.20,13.20,24,0,1
"v10b pass (160 Mm3, 4% water)",91.7,15.23,6.10,3.20,13.20,26,0,1
"v10b pass (160 Mm3, 4% water)",91.8,15.39,5.80,3.20,12.70,27,0,1
"v10b pass (160 Mm3, 4% water)",91.9,15.54,6.50,3.20,12.50,29,0,1
"v10b pass (160 Mm3, 4% water)",92.0,15.70,7.50,3.30,13.80,31,0,1
"v10b pass (160 Mm3, 4% water)",92.1,15.77,7.80,3.30,15.10,32,0,1
"v10b pass (160 Mm3, 4% water)",92.2,15.83,8.20,3.30,16.30,34,1,1
"v10b pass (160 Mm3, 4% water)",92.3,15.89,8.50,3.30,16.80,34,1,1
"v10b pass (160 Mm3, 4% water)",92.4,15.96,8.70,3.30,16.80,35,1,1
"v10b pass (160 Mm3, 4% water)",92.5,16.15,10.10,3.30,17.00,35,1,1
"v10b pass (160 Mm3, 4% water)",92.6,16.33,10.60,3.30,18.90,33,1,1
"v10b pass (160 Mm3, 4% water)",92.7,16.52,10.60,3.30,18.50,35,1,1
"v10b pass (160 Mm3, 4% water)",92.8,16.71,10.90,3.30,18.70,34,1,1
"v10b pass (160 Mm3, 4% water)",92.9,16.86,11.20,3.30,18.50,35,1,1
"v10b pass (160 Mm3, 4% water)",93.0,17.00,11.20,3.30,18.50,35,1,1
"v10b pass (160 Mm3, 4% water)",93.1,17.14,11.20,3.60,18.90,33,1,1
"v10b pass (160 Mm3, 4% water)",93.2,17.28,10.90,3.70,18.70,34,1,1
"v10b pass (160 Mm3, 4% water)",93.3,17.26,10.90,5.10,19.20,32,1,1
"v10b pass (160 Mm3, 4% water)",93.4,17.23,10.90,5.10,19.20,32,1,1
"v10b pass (160 Mm3, 4% water)",93.5,17.20,11.40,5.70,19.50,30,1,1
"v10b pass (160 Mm3, 4% water)",93.6,17.17,12.30,6.50,18.00,27,1,1
"v10b pass (160 Mm3, 4% water)",93.7,17.17,12.30,6.60,17.50,29,1,1
"v10b pass (160 Mm3, 4% water)",93.8,17.17,12.90,7.60,18.20,26,1,1
"v10b pass (160 Mm3, 4% water)",93.9,17.16,12.40,7.70,18.00,27,1,1
"v10b pass (160 Mm3, 4% water)",94.0,17.16,12.90,6.90,18.20,26,1,1
"v10b pass (160 Mm3, 4% water)",94.1,17.17,11.70,6.80,18.60,24,1,1
"v10b pass (160 Mm3, 4% water)",94.2,17.17,12.80,6.90,18.10,26,1,1
"v10b pass (160 Mm3, 4% water)",94.3,17.18,10.90,6.80,16.50,23,0,1
"v10b pass (160 Mm3, 4% water)",94.4,17.19,10.90,6.80,16.40,24,0,1
"v10b pass (160 Mm3, 4% water)",94.5,17.36,10.90,6.80,16.40,24,0,1
"v10b pass (160 Mm3, 4% water)",94.6,17.53,10.70,6.70,14.70,22,0,1
"v10b pass (160 Mm3, 4% water)",94.7,17.70,10.70,6.70,14.50,24,0,1
"v10b pass (160 Mm3, 4% water)",94.8,17.88,10.80,6.70,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",94.9,17.96,10.80,6.70,14.60,23,0,1
"v10b pass (160 Mm3, 4% water)",95.0,18.03,10.60,6.70,14.60,23,0,1
"v10b pass (160 Mm3, 4% water)",95.1,18.11,10.80,6.70,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",95.2,18.19,10.80,6.70,14.60,23,0,1
"v10b pass (160 Mm3, 4% water)",95.3,18.23,10.90,6.70,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",95.4,18.26,10.90,6.70,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",95.5,18.30,10.90,5.40,14.70,22,0,1
"v10b pass (160 Mm3, 4% water)",95.6,18.34,10.80,5.30,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",95.7,18.48,10.60,5.40,14.70,22,0,1
"v10b pass (160 Mm3, 4% water)",95.8,18.63,9.50,5.20,14.80,20,0,1
"v10b pass (160 Mm3, 4% water)",95.9,18.78,8.50,5.20,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",96.0,18.92,8.50,5.20,14.80,21,0,1
"v10b pass (160 Mm3, 4% water)",96.1,19.02,8.20,5.10,14.10,20,0,1
"v10b pass (160 Mm3, 4% water)",96.2,19.13,8.20,5.10,14.10,20,0,1
"v10b pass (160 Mm3, 4% water)",96.3,19.23,7.80,5.10,14.00,18,0,1
"v10b pass (160 Mm3, 4% water)",96.4,19.33,7.90,5.10,14.00,19,0,1
"v10b pass (160 Mm3, 4% water)",96.5,19.52,7.90,5.10,14.00,19,0,1
"v10b pass (160 Mm3, 4% water)",96.6,19.72,8.00,5.10,14.00,18,0,1
"v10b pass (160 Mm3, 4% water)",96.7,19.91,8.00,5.10,14.00,18,0,1
"v10b pass (160 Mm3, 4% water)",96.8,20.10,7.90,5.00,13.70,17,0,1
"v10b pass (160 Mm3, 4% water)",96.9,20.42,7.90,4.70,13.60,19,0,1
"v10b pass (160 Mm3, 4% water)",97.0,20.75,7.90,4.70,14.10,19,0,1
"v10b pass (160 Mm3, 4% water)",97.1,21.07,8.10,4.70,14.50,19,0,1
"v10b pass (160 Mm3, 4% water)",97.2,21.40,8.10,4.70,14.50,19,0,1
"v10b pass (160 Mm3, 4% water)",97.3,21.51,8.00,4.70,14.50,18,0,1
"v10b pass (160 Mm3, 4% water)",97.4,21.62,7.90,4.70,14.50,19,0,1
"v10b pass (160 Mm3, 4% water)",97.5,21.73,8.00,4.80,14.40,20,0,1
"v10b pass (160 Mm3, 4% water)",97.6,21.83,8.50,5.10,15.00,20,0,1
"v10b pass (160 Mm3, 4% water)",97.7,21.97,9.10,5.20,14.90,22,0,1
"v10b pass (160 Mm3, 4% water)",97.8,22.11,9.70,4.50,14.90,22,0,1
"v10b pass (160 Mm3, 4% water)",97.9,22.25,9.70,4.70,14.70,24,0,1
"v10b pass (160 Mm3, 4% water)",98.0,22.39,9.70,4.40,14.70,24,0,1
"v10b pass (160 Mm3, 4% water)",98.1,22.46,10.40,4.40,14.90,22,0,1
"v10b pass (160 Mm3, 4% water)",98.2,22.53,10.40,4.40,14.90,22,0,1
"v10b pass (160 Mm3, 4% water)",98.3,22.60,10.70,4.40,16.00,23,0,1
"v10b pass (160 Mm3, 4% water)",98.4,22.67,10.80,4.40,18.50,25,0,1
"v10b pass (160 Mm3, 4% water)",98.5,22.68,11.00,4.40,18.50,24,0,1
"v10b pass (160 Mm3, 4% water)",98.6,22.69,12.10,4.40,20.10,24,0,1
"v10b pass (160 Mm3, 4% water)",98.7,22.69,13.40,4.40,21.90,25,0,1
"v10b pass (160 Mm3, 4% water)",98.8,22.70,12.10,4.40,22.10,24,0,1
"v10b pass (160 Mm3, 4% water)",98.9,22.70,10.80,4.40,21.90,25,0,1
"v10b pass (160 Mm3, 4% water)",99.0,22.70,10.80,4.40,22.30,23,0,1
"v10b pass (160 Mm3, 4% water)",99.1,22.70,10.10,4.30,22.70,21,1,1
"v10b pass (160 Mm3, 4% water)",99.2,22.70,10.10,4.30,22.70,21,1,1
"v10b pass (160 Mm3, 4% water)",99.3,22.64,10.80,4.30,23.40,21,1,1
"v10b pass (160 Mm3, 4% water)",99.4,22.59,10.80,4.30,23.40,21,1,1
"v10b pass (160 Mm3, 4% water)",99.5,22.54,12.10,4.30,23.70,20,1,1
"v10b pass (160 Mm3, 4% water)",99.6,22.49,12.10,4.30,24.40,18,1,1
"v10b pass (160 Mm3, 4% water)",99.7,22.30,12.10,4.30,24.40,18,1,1
"v10b pass (160 Mm3, 4% water)",99.8,22.11,14.50,4.30,25.70,14,1,1
"v10b pass (160 Mm3, 4% water)",99.9,21.92,14.50,4.30,25.70,14,1,1
"v10b pass (160 Mm3, 4% water)",100.0,21.74,18.20,4.30,26.00,13,1,1
"v10b pass (160 Mm3, 4% water)",100.1,21.70,18.40,4.70,26.30,12,1,1
"v10b pass (160 Mm3, 4% water)",100.2,21.66,18.40,4.70,26.30,12,1,1
"v10b pass (160 Mm3, 4% water)",100.3,21.62,18.50,4.00,27.20,10,1,1
"v10b pass (160 Mm3, 4% water)",100.4,21.58,18.50,4.00,27.20,10,1,1
"v10b pass (160 Mm3, 4% water)",100.5,21.59,13.70,3.50,28.40,8,1,1
"v10b pass (160 Mm3, 4% water)",100.6,21.60,8.50,3.00,25.00,6,1,1
"v10b pass (160 Mm3, 4% water)",100.7,21.61,8.50,3.00,25.00,6,1,1
"v10b pass (160 Mm3, 4% water)",101.8,21.73,5.30,4.40,8.20,5,0,1
"v10b pass (160 Mm3, 4% water)",101.9,21.78,5.30,4.40,8.20,5,0,1
"v10b pass (160 Mm3, 4% water)",102.0,21.83,5.30,4.40,8.20,5,0,1
"v10b pass (160 Mm3, 4% water)",102.1,21.90,5.00,4.40,10.60,6,0,1
"v10b pass (160 Mm3, 4% water)",102.2,21.98,5.00,4.40,10.60,6,0,1
"v10b pass (160 Mm3, 4% water)",102.3,22.05,5.00,4.40,10.60,6,0,1
"v10b pass (160 Mm3, 4% water)",102.4,22.12,5.00,4.40,10.60,6,0,1
"v10b pass (160 Mm3, 4% water)",102.5,22.19,5.00,3.40,14.60,8,0,1
"v10b pass (160 Mm3, 4% water)",102.6,22.25,5.00,3.40,14.60,8,0,1
"v10b pass (160 Mm3, 4% water)",102.7,22.32,6.80,4.00,13.40,10,0,1
"v10b pass (160 Mm3, 4% water)",102.8,22.38,6.80,4.00,13.40,10,0,1
"v10b pass (160 Mm3, 4% water)",102.9,22.39,8.30,4.30,12.80,11,0,1
"v10b pass (160 Mm3, 4% water)",103.0,22.40,9.20,4.30,12.80,12,0,1
"v10b pass (160 Mm3, 4% water)",103.1,22.42,10.10,4.30,12.80,11,0,1
"v10b pass (160 Mm3, 4% water)",103.2,22.43,11.10,4.30,13.10,13,0,1
"v10b pass (160 Mm3, 4% water)",103.3,22.36,11.30,4.40,13.10,15,0,1
"v10b pass (160 Mm3, 4% water)",103.4,22.29,11.20,4.40,13.00,16,0,1
"v10b pass (160 Mm3, 4% water)",103.5,22.22,11.10,4.40,13.00,17,0,1
"v10b pass (160 Mm3, 4% water)",103.6,22.16,11.10,4.40,13.00,17,0,1
"v10b pass (160 Mm3, 4% water)",103.7,22.05,11.10,4.40,13.00,17,0,1
"v10b pass (160 Mm3, 4% water)",103.8,21.93,11.30,5.70,13.10,15,0,1
"v10b pass (160 Mm3, 4% water)",103.9,21.82,11.30,5.70,13.10,15,0,1
"v10b pass (160 Mm3, 4% water)",104.0,21.71,11.10,4.80,13.00,17,0,1
"v10b pass (160 Mm3, 4% water)",104.1,21.68,10.60,4.00,13.00,16,0,1
"v10b pass (160 Mm3, 4% water)",104.2,21.64,10.60,4.00,13.00,16,0,1
"v10b pass (160 Mm3, 4% water)",104.3,21.61,10.10,3.70,12.90,17,0,1
"v10b pass (160 Mm3, 4% water)",104.4,21.58,10.10,3.70,12.90,17,0,1
"v10b pass (160 Mm3, 4% water)",104.5,21.58,10.10,3.70,12.90,17,0,1
"v10b pass (160 Mm3, 4% water)",104.6,21.58,10.60,4.50,12.70,16,0,1
"v10b pass (160 Mm3, 4% water)",104.7,21.58,10.60,4.50,12.70,16,0,1
"v10b pass (160 Mm3, 4% water)",104.8,21.58,10.60,4.40,12.70,14,0,1
"v10b pass (160 Mm3, 4% water)",104.9,21.47,9.70,4.00,12.70,16,0,1
"v10b pass (160 Mm3, 4% water)",105.0,21.37,9.60,4.00,12.70,15,0,1
"v10b pass (160 Mm3, 4% water)",105.1,21.26,9.60,4.00,12.70,15,0,1
"v10b pass (160 Mm3, 4% water)",105.2,21.16,9.90,4.00,12.90,17,0,1
"v10b pass (160 Mm3, 4% water)",105.3,20.79,7.30,3.90,12.30,13,0,1
"v10b pass (160 Mm3, 4% water)",105.4,20.41,6.80,3.90,12.20,14,0,1
"v10b pass (160 Mm3, 4% water)",105.5,20.04,5.90,3.50,12.20,14,0,1
"v10b pass (160 Mm3, 4% water)",105.6,19.67,5.60,3.40,12.30,13,0,1
"v10b pass (160 Mm3, 4% water)",105.7,18.95,5.60,3.40,12.30,13,0,1
"v10b pass (160 Mm3, 4% water)",105.8,18.24,5.20,3.40,12.50,12,0,1
"v10b pass (160 Mm3, 4% water)",105.9,17.52,5.60,3.40,12.30,13,0,1
"v10b pass (160 Mm3, 4% water)",106.0,16.80,5.60,3.40,12.30,13,0,1
"v10b pass (160 Mm3, 4% water)",106.1,16.77,6.20,3.80,12.70,10,0,1
